Std,Lat,Lon,Ele,Year,Month,Day,Mean,Max,Min,MeanQC,MaxQC,MinQC,Albedo,AT,SSM,UW,VW,LST,NDVI,DOY
57306,3135,10559,382.6,2019,1,1,4.1,58,30,9,9,9,0.188028976321,278.57067871099997,0.375433534384,-0.6351172924040001,-0.0853474512696,284.89,0.167899996042,1
57306,3135,10559,382.6,2019,1,2,4.2,57,27,9,9,9,0.167956441641,278.45602417,0.371950179338,-0.221415311098,1.09474253654,281.86,0.167899996042,2
57306,3135,10559,382.6,2019,1,3,5.3,69,39,9,9,9,0.151804119349,278.780731201,0.367891579866,-0.139071702957,-1.2214717865,281.89,0.167899996042,3
57306,3135,10559,382.6,2019,1,4,6.1,113,24,9,9,9,0.140023991466,281.39172363299997,0.365345209837,-1.16009283066,0.141925379634,285.03,0.167899996042,4
57306,3135,10559,382.6,2019,1,5,6.1,103,29,9,9,9,0.128416463733,281.707183838,0.36228916049,0.409663915634,1.15292489529,282.64,0.167899996042,5
57306,3135,10559,382.6,2019,1,6,7.2,87,60,9,9,9,0.121626935899,281.383392334,0.35738703608499994,-0.3653739988800001,-1.980645895,283.89,0.167899996042,6
57306,3135,10559,382.6,2019,1,7,8.2,125,57,9,9,9,0.117979839444,283.902526855,0.352470040321,-1.3770842552200002,-1.244815588,285.85,0.167899996042,7
57306,3135,10559,382.6,2019,1,8,7.0,88,53,9,9,9,0.115971922874,281.490020752,0.347976624966,-1.72097599506,-0.7306478023530001,281.24,0.167899996042,8
57306,3135,10559,382.6,2019,1,9,5.6,74,44,9,9,9,0.114728875458,279.254669189,0.361568778753,-2.28861069679,0.786937057972,281.87,0.167899996042,9
57306,3135,10559,382.6,2019,1,10,6.0,68,50,9,9,9,0.114347457886,281.20657348599997,0.35455659031900005,-0.952517151833,-1.1035400629,281.11,0.167899996042,10
57306,3135,10559,382.6,2019,1,11,5.3,103,28,9,9,9,0.114224821329,282.097900391,0.347470849752,0.257417321205,1.32335829735,284.8,0.167899996042,11
57306,3135,10559,382.6,2019,1,12,6.5,129,28,9,9,9,0.114231400192,282.847351074,0.342159032822,-0.439222216606,-1.87027907372,285.41,0.167899996042,12
57306,3135,10559,382.6,2019,1,13,6.5,80,51,9,9,9,0.114316768944,282.695251465,0.338162630796,-1.0078625679000002,0.645174503326,283.39,0.167899996042,13
57306,3135,10559,382.6,2019,1,14,7.1,85,59,9,9,9,0.1144272089,283.348388672,0.334727793932,-0.959365189075,-1.1684619188299998,282.92,0.167899996042,14
57306,3135,10559,382.6,2019,1,15,6.9,91,63,9,9,9,0.114584714174,280.56179809599996,0.330252885818,-0.841099560261,-5.07290792465,280.97,0.167899996042,15
57306,3135,10559,382.6,2019,1,16,6.7,102,40,9,9,9,0.114800430834,281.183258057,0.328323990107,-0.593378961086,1.0760717392,283.61,0.167899996042,16
57306,3135,10559,382.6,2019,1,17,6.6,78,58,9,9,9,0.115020133555,282.025390625,0.326349437237,-0.595345556736,1.23157906532,282.38,0.171700000763,17
57306,3135,10559,382.6,2019,1,18,7.7,95,66,9,9,9,0.115246526897,281.750579834,0.325520843267,-0.409754604101,-2.20037984848,283.99,0.171700000763,18
57306,3135,10559,382.6,2019,1,19,7.1,139,23,9,9,9,0.115466222167,284.308654785,0.322321861982,-0.916114866734,0.778878509998,286.07,0.171700000763,19
57306,3135,10559,382.6,2019,1,20,7.8,134,32,9,9,9,0.11569365859,285.499786377,0.317343324423,-2.23257040977,-2.57490205765,283.84,0.171700000763,20
57306,3135,10559,382.6,2019,1,21,7.2,141,25,9,9,9,0.115922391415,283.461517334,0.31234326958700004,-0.050510182976699985,-1.04431915283,285.64,0.171700000763,21
57306,3135,10559,382.6,2019,1,22,5.6,128,6,9,9,9,0.116148784757,283.083740234,0.308493584394,-0.14280898869,1.22345578671,285.97,0.171700000763,22
57306,3135,10559,382.6,2019,1,23,6.2,101,22,9,9,9,0.116368480027,284.15322876,0.305371999741,-0.112799316645,0.7855374217030001,282.42,0.171700000763,23
57306,3135,10559,382.6,2019,1,24,8.1,96,70,9,9,9,0.116597220302,283.195281982,0.303563386202,-0.31429156661,-1.32014155388,284.06,0.171700000763,24
57306,3135,10559,382.6,2019,1,25,9.8,122,81,9,9,9,0.116823613644,286.698669434,0.30209994316100003,-1.11623001099,-1.49157786369,282.83,0.171700000763,25
57306,3135,10559,382.6,2019,1,26,8.3,106,78,9,9,9,0.117052346468,282.572784424,0.3404058218,-2.47410798073,0.981620192528,283.25,0.171700000763,26
57306,3135,10559,382.6,2019,1,27,8.4,98,76,9,9,9,0.11727204173800003,282.462280273,0.356836676598,-2.0527048111000004,-1.32507050037,283.91,0.171700000763,27
57306,3135,10559,382.6,2019,1,28,9.0,119,68,9,9,9,0.117501117289,284.718994141,0.340166628361,-1.63520383835,0.07184835523369999,284.81,0.171700000763,28
57306,3135,10559,382.6,2019,1,29,8.6,94,80,9,9,9,0.117729850113,284.791168213,0.330226927996,-1.04130196571,-0.622056126595,284.85,0.171700000763,29
57306,3135,10559,382.6,2019,1,30,7.2,87,66,9,9,9,0.117955908179,282.81286621099997,0.370410561562,-0.20996311307,-2.64101481438,284.4,0.171700000763,30
57306,3135,10559,382.6,2019,1,31,6.2,101,29,9,9,9,0.118171967566,283.851776123,0.357366859913,-2.62219905853,-1.23824357986,284.62,0.171700000763,31
57306,3135,10559,382.6,2019,2,1,7.7,96,67,9,9,9,0.11840070039,281.924133301,0.34381455183,-1.58681225777,0.797065198421,283.34,0.171700000763,32
57306,3135,10559,382.6,2019,2,2,8.1,118,67,9,9,9,0.118629433215,285.02078247099996,0.339252382517,-0.207743242383,-2.64037156105,284.12,0.17389999329999994,33
57306,3135,10559,382.6,2019,2,3,10.4,162,64,9,9,9,0.118858166039,285.59133911099997,0.32774668931999995,-1.1116502284999998,-3.83519053459,286.48,0.17389999329999994,34
57306,3135,10559,382.6,2019,2,4,10.2,168,59,9,9,9,0.11907786875999997,286.32653808599997,0.321059495211,-1.1006902456299998,0.6849868893619999,288.35,0.17389999329999994,35
57306,3135,10559,382.6,2019,2,5,10.4,163,59,9,9,9,0.119306601584,287.18713378900003,0.316381752491,-0.925231575966,2.1399269104,288.48,0.17389999329999994,36
57306,3135,10559,382.6,2019,2,6,12.3,191,74,9,9,9,0.119535334408,289.655578613,0.311279088259,-0.6284764409070001,-4.60239839554,288.0,0.17389999329999994,37
57306,3135,10559,382.6,2019,2,7,12.5,167,99,9,9,9,0.119750350714,287.57119751,0.306969285011,-3.12415528297,-0.0203881841153,288.37,0.17389999329999994,38
57306,3135,10559,382.6,2019,2,8,10.5,125,85,9,9,9,0.119979090989,283.291015625,0.305338144302,-1.84975147247,-2.54554224014,284.76,0.17389999329999994,39
57306,3135,10559,382.6,2019,2,9,6.4,112,32,9,9,9,0.120210163295,278.484283447,0.312058389187,-2.60413479805,-2.56316542625,282.04,0.17389999329999994,40
57306,3135,10559,382.6,2019,2,10,6.2,106,30,9,9,9,0.124064467847,281.30944824200003,0.342387765646,-2.73955845833,-0.923067331314,283.6,0.17389999329999994,41
57306,3135,10559,382.6,2019,2,11,6.6,93,40,9,9,9,0.123119369149,281.50994873,0.329307675362,-0.785340428352,0.7516534328460001,282.74,0.17389999329999994,42
57306,3135,10559,382.6,2019,2,12,8.6,136,60,9,9,9,0.122285470366,284.678955078,0.320671409369,-0.945361375809,-1.19513249397,286.48,0.17389999329999994,43
57306,3135,10559,382.6,2019,2,13,8.8,128,55,9,9,9,0.121759042144,284.74261474599996,0.314377933741,-0.816863298416,1.3186830282200002,282.72,0.17389999329999994,44
57306,3135,10559,382.6,2019,2,14,10.1,135,81,9,9,9,0.121603198349,285.873077393,0.309778034687,-1.0106800794600002,-2.5853767395,284.79,0.17389999329999994,45
57306,3135,10559,382.6,2019,2,15,9.7,136,78,9,9,9,0.121665343642,283.720214844,0.307191610336,-2.66405749321,-0.8791363239290001,284.41,0.17389999329999994,46
57306,3135,10559,382.6,2019,2,16,8.5,102,73,9,9,9,0.121890552342,282.589813232,0.303655803204,-3.27152204514,0.195695489645,283.71,0.17389999329999994,47
57306,3135,10559,382.6,2019,2,17,7.4,84,62,9,9,9,0.122148476541,279.89099121099997,0.30674675107,-3.24059128761,-1.0153785944,283.73,0.17389999329999994,48
57306,3135,10559,382.6,2019,2,18,5.8,84,36,9,9,9,0.122500687838,280.78704834,0.331038206816,-1.07502377033,0.782043278217,282.83,0.19810000062,49
57306,3135,10559,382.6,2019,2,19,7.2,102,49,9,9,9,0.122746162117,282.680084229,0.321668952703,-0.6372249126430001,0.28903859853700004,284.54,0.19810000062,50
57306,3135,10559,382.6,2019,2,20,9.0,118,68,9,9,9,0.123031795025,285.48678588900003,0.31290635466600003,-0.5131103396419999,-0.294443935156,284.73,0.19810000062,51
57306,3135,10559,382.6,2019,2,21,10.7,161,80,9,9,9,0.123312778771,285.797912598,0.306158453226,0.407160669565,-0.358935952187,288.36,0.19810000062,52
57306,3135,10559,382.6,2019,2,22,9.5,144,50,9,9,9,0.123602427542,285.65972900400004,0.299276471138,-1.58681619167,0.240427449346,285.61,0.19810000062,53
57306,3135,10559,382.6,2019,2,23,10.0,119,92,9,9,9,0.123902410269,284.949127197,0.294968098402,-3.16875696182,-0.118578784168,285.83,0.19810000062,54
57306,3135,10559,382.6,2019,2,24,9.6,118,80,9,9,9,0.124192751944,285.81555175799997,0.292210578918,-1.20845508575,1.08605921268,285.97,0.19810000062,55
57306,3135,10559,382.6,2019,2,25,10.2,144,68,9,9,9,0.124473363161,287.065216064,0.290224373341,-0.8288109302519999,1.8943798542,283.1,0.19810000062,56
57306,3135,10559,382.6,2019,2,26,9.8,116,88,9,9,9,0.124751970172,283.963500977,0.315854251385,-2.2948577404,-1.3086720705,282.24,0.19810000062,57
