Std,Lat,Lon,Ele,Year,Month,Day,Mean,Max,Min,MeanQC,MaxQC,MinQC,Albedo,AT,SSM,UW,VW,LST,NDVI,DOY
57633,2849,10846,826.5,2019,1,1,-2.3,-1,-37,9,9,9,0.5843775868419999,271.871673584,0.472813367844,-0.7748454809190001,0.0604291893542,287.36,0.710699975491,1
57633,2849,10846,826.5,2019,1,2,-0.5,17,-21,9,9,9,0.5624059438710001,273.609558105,0.48774215579,-0.642385721207,0.783071756363,287.04,0.710699975491,2
57633,2849,10846,826.5,2019,1,3,0.2,9,-3,9,9,9,0.482863098383,274.731842041,0.4970501661300001,-1.28537833691,0.561186313629,287.11,0.710699975491,3
57633,2849,10846,826.5,2019,1,4,1.2,26,0,9,9,9,0.377498626709,275.408721924,0.502671480179,-0.505359888077,0.0633999630809,286.98,0.710699975491,4
57633,2849,10846,826.5,2019,1,5,2.4,52,6,9,9,9,0.302303940058,276.322845459,0.503110706806,-0.09625770896669998,0.37569090724,286.99,0.710699975491,5
57633,2849,10846,826.5,2019,1,6,1.7,28,7,9,9,9,0.248356536031,275.069549561,0.494061857462,-1.6577414274200002,-0.08606589585539999,286.76,0.710699975491,6
57633,2849,10846,826.5,2019,1,7,2.7,138,12,9,9,9,0.216026604176,276.457519531,0.494961380959,-0.574816823006,0.176296457648,286.76,0.710699975491,7
57633,2849,10846,826.5,2019,1,8,1.6,33,6,9,9,9,0.186669453979,274.99581909200003,0.492410749197,-1.58021628857,0.208647295833,287.02,0.710699975491,8
57633,2849,10846,826.5,2019,1,9,-0.5,7,-9,9,9,9,0.311555683613,272.219146729,0.51417517662,-0.937230467796,-0.32453355193100003,286.76,0.710699975491,9
57633,2849,10846,826.5,2019,1,10,0.0,9,-8,9,9,9,0.329204916954,273.367492676,0.497479349375,-1.06813418865,-0.274800539017,286.83,0.710699975491,10
57633,2849,10846,826.5,2019,1,11,2.0,62,5,9,9,9,0.342832446098,276.81726074200003,0.509150028229,0.302464932203,0.0203845258802,286.82,0.710699975491,11
57633,2849,10846,826.5,2019,1,12,2.7,41,17,9,9,9,0.269465655088,275.090881348,0.496362328529,-0.739590287209,-0.603985309601,286.72,0.710699975491,12
57633,2849,10846,826.5,2019,1,13,3.7,51,32,9,9,9,0.227108567953,277.674865723,0.497145056725,-0.8008781671520001,-0.113989628851,286.67,0.710699975491,13
57633,2849,10846,826.5,2019,1,14,2.6,35,18,9,9,9,0.190867871046,276.723388672,0.494261354208,-0.708482980728,-0.142193228006,286.71,0.710699975491,14
57633,2849,10846,826.5,2019,1,15,3.0,51,23,9,9,9,0.172211110592,277.48483276400003,0.492598265409,-0.6605318784709999,0.329376429319,287.06,0.710699975491,15
57633,2849,10846,826.5,2019,1,16,1.9,75,-7,9,9,9,0.177898094058,277.52166748,0.489379286766,-0.95008122921,0.932562172413,286.7,0.710699975491,16
57633,2849,10846,826.5,2019,1,17,1.8,96,-34,9,9,9,0.149904474616,280.372009277,0.485161632299,-0.96499723196,0.608114659786,286.55,0.692200005054,17
57633,2849,10846,826.5,2019,1,18,3.4,50,24,9,9,9,0.134042754769,277.903686523,0.479810923338,-0.719528734684,0.402070343494,286.85,0.692200005054,18
57633,2849,10846,826.5,2019,1,19,4.4,69,30,9,9,9,0.126566395164,279.668060303,0.4805722832680001,-0.0193873085082,-0.6476076245310001,287.24,0.692200005054,19
57633,2849,10846,826.5,2019,1,20,3.4,47,28,9,9,9,0.121412619948,276.231048584,0.490792781115,-1.85614228249,-0.172214716673,286.87,0.692200005054,20
57633,2849,10846,826.5,2019,1,21,2.7,59,11,9,9,9,0.119393721223,279.138702393,0.477413266897,0.445612937212,0.53920674324,287.03,0.692200005054,21
57633,2849,10846,826.5,2019,1,22,2.6,126,-38,9,9,9,0.11699385941,281.254394531,0.469172567129,0.68828356266,-0.0754864960909,287.53,0.692200005054,22
57633,2849,10846,826.5,2019,1,23,5.9,107,21,9,9,9,0.115469135344,283.63058471700003,0.462736815214,-0.0595904774964,1.06186544895,287.2,0.692200005054,23
57633,2849,10846,826.5,2019,1,24,7.2,84,63,9,9,9,0.114690549672,281.104827881,0.459303230047,-0.905212819576,0.014906723052299996,287.49,0.692200005054,24
57633,2849,10846,826.5,2019,1,25,7.8,116,58,9,9,9,0.114192925394,284.49508667,0.45681515336,-0.712838172913,-0.965211570263,287.92,0.692200005054,25
57633,2849,10846,826.5,2019,1,26,6.2,74,54,9,9,9,0.113829419017,279.136108398,0.45194002986,-2.74488186836,0.410916566849,287.42,0.692200005054,26
57633,2849,10846,826.5,2019,1,27,3.8,57,31,9,9,9,0.113564804196,276.53674316400003,0.457240968943,-0.894578099251,-0.182470470667,287.47,0.692200005054,27
57633,2849,10846,826.5,2019,1,28,3.2,46,23,9,9,9,0.113315351307,277.655487061,0.480987340212,-0.96605014801,0.107099384069,287.69,0.692200005054,28
57633,2849,10846,826.5,2019,1,29,2.4,32,18,9,9,9,0.113072931767,276.047180176,0.489539295435,-0.798621952534,-0.150963038206,287.34,0.692200005054,29
57633,2849,10846,826.5,2019,1,30,2.4,28,19,9,9,9,0.112818546593,276.175842285,0.5095644593240001,-0.958259701729,-0.36984911561,287.22,0.692200005054,30
57633,2849,10846,826.5,2019,1,31,2.8,34,17,9,9,9,0.112582661211,277.01940918,0.479379564524,-1.7230271101,0.497494995594,287.45,0.692200005054,31
57633,2849,10846,826.5,2019,2,1,2.9,55,13,9,9,9,0.112419389188,277.957092285,0.473122119904,-1.32215249538,0.743878901005,287.24,0.692200005054,32
57633,2849,10846,826.5,2019,2,2,3.2,60,13,9,9,9,0.112152539194,278.77804565400004,0.472123652697,-0.95762938261,-0.281441509724,287.5,0.6049000024800001,33
57633,2849,10846,826.5,2019,2,3,6.8,113,55,9,9,9,0.111879751086,282.58718872099996,0.486149132252,-0.8243345618250001,-0.420450419188,288.25,0.6049000024800001,34
57633,2849,10846,826.5,2019,2,4,6.9,123,39,9,9,9,0.121897727251,278.054168701,0.4926391839980001,-0.256534665823,-0.167064517736,288.29,0.6049000024800001,35
57633,2849,10846,826.5,2019,2,5,8.5,165,39,9,9,9,0.115470193326,286.318328857,0.481925874949,0.722758173943,1.3801431655899998,291.94,0.6049000024800001,36
57633,2849,10846,826.5,2019,2,6,10.2,199,45,9,9,9,0.112361960113,283.855316162,0.475775390863,-0.935760200024,-0.568655669689,292.41,0.6049000024800001,37
57633,2849,10846,826.5,2019,2,7,8.5,129,58,9,9,9,0.111294545233,279.418060303,0.505363821983,-1.92671716213,0.388711929321,290.08,0.6049000024800001,38
57633,2849,10846,826.5,2019,2,8,1.8,58,3,9,9,9,0.129701331258,273.795928955,0.500630557537,-1.44485318661,-0.130374491215,287.37,0.6049000024800001,39
57633,2849,10846,826.5,2019,2,9,-1.4,3,-20,9,9,9,0.166793048382,271.622650146,0.496188342571,-1.67407500744,0.043828446418,287.2,0.6049000024800001,40
57633,2849,10846,826.5,2019,2,10,-1.8,0,-29,9,9,9,0.262668162584,271.138824463,0.491175293922,-1.10090017319,-0.225819736719,287.03,0.6049000024800001,41
57633,2849,10846,826.5,2019,2,11,-0.1,18,-16,9,9,9,0.309742480516,273.95080566400003,0.487379580736,-0.716268539429,0.3818724155430001,286.89,0.6049000024800001,42
57633,2849,10846,826.5,2019,2,12,2.1,50,2,9,9,9,0.252150803804,275.95010376,0.494243562222,-0.0488969534636,0.119629979134,287.23,0.6049000024800001,43
57633,2849,10846,826.5,2019,2,13,1.7,37,7,9,9,9,0.203769892454,274.009429932,0.4947463274,-1.26378333569,0.006483613047749999,286.91,0.6049000024800001,44
57633,2849,10846,826.5,2019,2,14,0.1,7,-6,9,9,9,0.214887961745,273.636749268,0.490427434444,-1.17914450169,-0.196877792478,286.82,0.6049000024800001,45
57633,2849,10846,826.5,2019,2,15,0.7,20,-1,9,9,9,0.222652003169,273.714996338,0.448573082685,-1.17891550064,-0.0750861689448,286.93,0.6049000024800001,46
57633,2849,10846,826.5,2019,2,16,0.9,16,4,9,9,9,0.229651495814,273.92489624,0.48885601759,-1.67977893353,-0.0568495802581,286.9,0.6049000024800001,47
57633,2849,10846,826.5,2019,2,17,-1.0,10,-20,9,9,9,0.271843016148,271.234863281,0.494785279036,-1.71072900295,-0.34798476100000003,286.69,0.6049000024800001,48
57633,2849,10846,826.5,2019,2,18,-1.1,7,-26,9,9,9,0.403182566166,271.444824219,0.4632399380210001,-0.464473068714,-0.07314597815280001,286.65,0.6251999735830001,49
57633,2849,10846,826.5,2019,2,19,0.4,18,-8,9,9,9,0.378332644701,273.74719238299997,0.470777273178,-1.0798901319499998,-0.17261275649099994,286.65,0.6251999735830001,50
57633,2849,10846,826.5,2019,2,20,1.4,30,5,9,9,9,0.323066562414,275.360992432,0.479287385941,-1.1847424507100002,-0.228706821799,286.92,0.6251999735830001,51
57633,2849,10846,826.5,2019,2,21,2.6,56,10,9,9,9,0.271643668413,277.088867188,0.507919967175,-0.105022840202,0.798155844212,287.11,0.6251999735830001,52
57633,2849,10846,826.5,2019,2,22,3.0,49,20,9,9,9,0.191982328892,278.498168945,0.501354396343,-1.59221112728,0.263063281775,287.27,0.6251999735830001,53
57633,2849,10846,826.5,2019,2,23,2.5,45,6,9,9,9,0.194500818849,276.83718872099996,0.485808193684,-2.18734550476,-0.00915804971009,287.3,0.6251999735830001,54
57633,2849,10846,826.5,2019,2,24,3.6,63,7,9,9,9,0.156091347337,280.403533936,0.486990302801,-1.33116912842,0.161788076162,287.36,0.6251999735830001,55
57633,2849,10846,826.5,2019,2,25,5.9,100,28,9,9,9,0.128286167979,283.606445313,0.484578996897,-1.6666730642299998,0.918840885162,288.13,0.6251999735830001,56
57633,2849,10846,826.5,2019,2,26,5.4,75,33,9,9,9,0.116751775146,278.400543213,0.47665387392,-1.2654625177399998,-0.151416644454,287.64,0.6251999735830001,57
57633,2849,10846,826.5,2019,2,27,4.4,55,33,9,9,9,0.113835826516,277.19488525400004,0.492845624685,-1.2359443903,0.0499247834086,287.79,0.6251999735830001,58
57633,2849,10846,826.5,2019,2,28,3.8,52,33,9,9,9,0.111830629408,276.902893066,0.482552021742,-1.33331251144,0.20341822505,287.29,0.6251999735830001,59
57633,2849,10846,826.5,2019,3,1,3.5,45,30,9,9,9,0.110666543245,277.088012695,0.481376707554,-1.38955140114,-0.248720377684,288.01,0.6251999735830001,60
57633,2849,10846,826.5,2019,3,2,5.4,81,34,9,9,9,0.109753169119,279.88293457,0.466738343239,0.247187837958,0.245142415166,288.81,0.6251999735830001,61
57633,2849,10846,826.5,2019,3,3,9.2,172,49,9,9,9,0.108994297683,285.75189209,0.461619406939,0.417423635721,0.5903304219250001,292.44,0.6251999735830001,62
57633,2849,10846,826.5,2019,3,4,6.8,113,61,9,9,9,0.108645990491,282.129425049,0.457126647234,-2.54173350334,-0.00537976808846,287.68,0.6251999735830001,63
