Std,Lat,Lon,Ele,Year,Month,Day,Mean,Max,Min,MeanQC,MaxQC,MinQC,Albedo,AT,SSM,UW,VW,LST,NDVI,DOY
58500,2954,11513,570,2019,1,1,4,22,-7,9,9,9,0.435064256191,275.406311035,0.29903769493099996,-1.4931659698500002,-1.05807232857,28845.0,0.35980001092,1
58500,2954,11513,570,2019,1,2,11,21,1,9,9,9,0.37862747907600003,276.153167725,0.310453027487,-2.09351062775,-0.430829316378,28984.0,0.35980001092,2
58500,2954,11513,570,2019,1,3,35,56,13,9,9,9,0.300743401051,279.202819824,0.31685295701,-2.31064558029,0.345999568701,28964.0,0.35980001092,3
58500,2954,11513,570,2019,1,4,50,62,41,9,9,9,0.21026703715300002,278.538116455,0.35622990131399995,1.64604210854,0.315348029137,28955.0,0.35980001092,4
58500,2954,11513,570,2019,1,5,43,53,38,9,9,9,0.173450410366,277.730072021,0.333238899708,1.2741476297399998,-0.290048927069,28967.0,0.35980001092,5
58500,2954,11513,570,2019,1,6,42,56,18,9,9,9,0.15415866673,279.07598877,0.323497653008,-2.87889790535,-0.27310919761700003,28967.0,0.35980001092,6
58500,2954,11513,570,2019,1,7,46,57,40,9,9,9,0.138837367296,278.807647705,0.314305663109,1.7917004823700002,-1.21644389629,28972.0,0.35980001092,7
58500,2954,11513,570,2019,1,8,38,48,23,9,9,9,0.131955891848,278.75305175799997,0.307427585125,-0.9563342928890001,-1.12279987335,28899.0,0.35980001092,8
58500,2954,11513,570,2019,1,9,30,39,23,9,9,9,0.12689049542000003,275.289031982,0.364562153816,-2.6012101173400004,-0.397050946951,28835.0,0.35980001092,9
58500,2954,11513,570,2019,1,10,39,47,27,9,9,9,0.125305816531,277.32598877,0.333026200533,0.28360399603799996,-0.378803223372,28845.0,0.35980001092,10
58500,2954,11513,570,2019,1,11,41,47,36,9,9,9,0.12425367534199999,276.63043212900004,0.348766058683,2.05955934525,-0.766310691833,28848.0,0.35980001092,11
58500,2954,11513,570,2019,1,12,39,55,28,9,9,9,0.123443357646,279.02645874,0.32260969281199997,-1.8156753778499999,0.7665631771089999,28852.0,0.35980001092,12
